Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	11107676	22203247	7481	0.6141
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	22207289	22207315	2	-2.109
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	22209411	48330723	15288	0.6232
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	48330818	51549882	1544	0.5371
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	51550878	56210705	2861	0.6215
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	56214143	56264010	22	1.1492
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	56268256	73804579	11026	0.62
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	73804904	73827059	26	-0.3419
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	73840352	109697242	23258	0.6235
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	109697959	112502379	1357	0.5309
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	112502394	119840437	5500	0.6086
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	119840528	123708320	1723	0.536
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	123711309	129516041	4741	0.6213
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	129518945	129519049	2	-1.6906
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	12	129519225	133201603	2350	0.6058
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	18452809	26068974	5032	-1.1876
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	26072287	26081101	8	-4.864
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	26081858	26881202	583	-1.1977
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	26881279	26885755	6	-5.519
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	26888781	43218266	11485	-1.1744
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	43219774	43219796	2	-7.1296
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	43221433	51827886	5436	-1.147
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	51828042	51835984	5	-5.4731
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	51837080	61779067	5628	-1.1271
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	61782702	61783493	4	-5.076
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	61783647	61880690	39	-1.1191
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	61883164	61884335	5	-2.859
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	61887020	63636608	935	-1.0956
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	63637726	63653047	18	-0.1065
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	63658208	63715183	38	-1.1272
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	63727471	63747419	18	-0.0272
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	63747748	63771551	4	-1.3189
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	63771651	63850006	43	-0.2438
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	63850118	66199796	1383	-1.1227
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	66200584	66204529	9	-4.1966
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	66205325	97877870	20146	-1.1405
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	97877987	97878542	4	-6.8251
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	97879211	110344990	9525	-1.2012
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	110345815	110348737	6	-4.9903
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	110348754	112999532	1741	-1.3643
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	113017050	113019631	3	-7.3842
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	113020262	113609382	313	-1.3539
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	113609404	113610202	3	-6.2802
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	13	113610875	114342922	246	-1.3576
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	18225647	19019307	44	-0.1202
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	19073196	19955213	125	-0.7718
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	19956767	21912366	1298	-0.3235
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	21912454	22536839	550	-0.0838
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	22537282	41139155	11564	-0.3134
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	41141293	41184774	12	-2.0619
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	41188046	60589222	12132	-0.3069
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	60591424	60592418	2	-2.4521
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	60599500	69551330	5509	-0.3119
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	69551651	69555750	8	-2.3195
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	69555996	100677877	20852	-0.3204
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	100677967	101101893	273	-3.8985
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	101102071	106340774	2147	-0.3385
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	106345431	106346129	4	-2.6064
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	14	106360014	106877229	303	-0.3002
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	15	19811075	20059033	54	0.2767
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	15	20060725	22595646	378	-0.5159
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	15	22606743	70524968	30419	0.2228
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	15	70525889	70528766	3	-1.4869
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	15	70528798	76586021	3198	0.207
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	15	76598900	76603434	22	1.1377
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	15	76609838	101928837	17519	0.2225
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	10777	618980	291	0.4401
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	618985	28252191	18454	0.5916
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	28252972	32113010	1211	0.5121
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	32135565	32577301	69	0.1554
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	32577580	32577588	5	-2.1471
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	32597953	33694265	118	0.1401
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	33700323	33829363	48	-0.1991
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	33840932	70808194	15938	0.1947
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	70820478	71171291	215	-0.0866
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	71172005	78337711	5201	0.195
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	78338543	78345778	13	-2.298
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	78347366	88545605	9880	0.2023
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	88546604	90057329	638	0.0769
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	16	90057438	90221127	31	0.3778
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	150733	15623842	9918	-0.3695
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	15639847	15643476	3	-2.6683
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	15650964	18416548	1394	-0.3565
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	18452078	18606845	37	0.2769
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	18626375	41266901	9362	-0.341
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	41266958	41274198	16	-1.1144
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	41274279	46130967	2522	-0.3615
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	46131308	46707286	140	-0.7779
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	46707312	54952865	4857	-0.3325
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	54954869	55706151	581	0.6213
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	55707078	56252165	458	-0.3058
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	17	56253787	83090856	15547	0.596
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	18	11543	28613572	14930	-0.3179
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	18	28615803	28616166	3	-2.7355
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	18	28616668	44394050	9998	-0.3157
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	18	44396921	44398660	6	-3.2171
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	18	44402706	80257174	25278	-0.3218
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	90910	24320970	11186	0.537
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	24320983	32434177	3651	0.6144
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	32434300	35167825	1719	0.5625
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	35172871	35175144	7	-0.5116
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	35175178	35358420	165	0.5865
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	35358591	35370946	22	-0.0604
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	35375842	42835368	3729	0.5329
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	42835801	43264030	193	0.7556
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	19	43265681	58586487	8499	0.5564
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	80664	1580353	1195	0.623
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	1580934	1617460	43	-0.2597
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	1617690	2713498	942	0.6449
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	2718128	6236333	2391	0.5849
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	6237297	25564484	15048	0.6335
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	25567027	36896959	3008	0.5725
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	36898585	37172340	238	0.3878
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	37173207	37584353	222	0.5723
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	37585231	47327640	6942	0.6369
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	47328322	47673386	177	0.48
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	47674196	48796542	899	0.661
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	48798685	50807606	1259	0.564
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	50808921	60989035	8032	0.6402
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	60989756	61014966	49	1.06
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	20	61015001	64324800	1742	0.6153
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	21	10336543	13074391	130	0.2319
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	21	13080541	13583316	200	0.9059
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	21	13593666	13718307	67	0.5043
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	21	13718527	46677045	23827	0.9388
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	22	15294545	15900820	90	-0.5003
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	22	15916614	15922801	2	-6.4128
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	22	15922837	18782908	1112	-0.3302
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	22	18783014	18822597	6	1.0566
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	22	18888915	38894915	14089	-0.3521
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	22	38899250	38900899	3	-2.4947
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	22	38903109	50796027	8003	-0.3716
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	X	251810	601487	48	-0.3244
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	X	605191	23167602	13921	-0.0014
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	X	23168105	23171518	8	-1.3342
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	X	23172013	63223583	19544	0.0109
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	X	63230567	63285991	23	0.7232
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338	X	63297125	155952689	50167	0.0042
